transaction_id,customer_id,purchase_date,product_category,product_model,brand,brand_origin,brand_tier,product_status,price_tzs,quantity,total_amount_tzs,quality_score,price_factor,quality_factor,brand_preference,cultural_compatibility,social_influence,status_factor,origin_factor,utility_score,purchase_channel,payment_method,age,gender,region,religion,ethnic_group,education,income_bracket,mobile_money,tech_savvy_score,brand_loyalty,price_sensitivity,quality_sensitivity,cultural_preference_strength,price_per_unit,is_weekend_purchase,purchase_month,purchase_year,customer_satisfaction,is_repeat_customer
TRX_005568,CUST_00963,2024-12-23,Mobile Phone,Infinix Note 10,Infinix,China,Mid-Range,New,376945,1,376945,6.5,0.698,0.364,0.725,0.9,0.953,1.0,1.0,0.7,Physical Store,Mobile Money,37,Female,Dar es Salaam,Muslim,Sukuma,No formal,"1,000,001-2,000,000",Tigo Pesa,4,0.25,0.32,0.56,0.3,376945,0,12,2024,0.71,1
TRX_005569,CUST_00226,2025-02-04,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,576027,1,576027,6.4,0.0,0.211,0.885,1.0,0.55,1.0,1.0,0.485,Physical Store,Cash,32,Male,Dar es Salaam,Christian,Others,Primary,"200,000-500,000",M-Pesa,5,0.57,0.72,0.33,0.5,576027,0,2,2025,0.67,1
TRX_005570,CUST_02753,2025-02-06,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,323513,1,323513,7.7,0.701,0.585,0.67,1.0,0.949,1.0,1.0,0.569,Online,Cash,35,Male,Tanga,Christian,Gogo,No formal,"1,000,001-2,000,000",M-Pesa,4,0.14,0.37,0.76,0.3,323513,0,2,2025,0.8,1
TRX_005571,CUST_02973,2025-02-27,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,351271,1,351271,7.2,0.148,0.461,0.72,1.0,0.531,1.0,1.0,0.392,Physical Store,Card,21,Female,Morogoro,Other,Others,Primary,"<200,000",M-Pesa,2,0.44,0.97,0.64,0.5,351271,0,2,2025,0.76,1
TRX_005572,CUST_00256,2025-02-02,Mobile Phone,Tecno Pop 5,Tecno,China,Mid-Range,New,265462,1,265462,6.7,0.628,0.409,0.66,1.0,0.953,1.0,1.0,0.713,Physical Store,Cash,27,Female,Dodoma,Christian,Others,Diploma,"500,001-1,000,000",M-Pesa,5,0.12,0.56,0.61,0.5,265462,1,2,2025,0.75,1
TRX_005573,CUST_02943,2025-02-18,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,Used,149495,1,149495,5.8,0.813,0.197,0.7,0.9,0.648,0.6,1.0,0.673,Physical Store,Mobile Money,30,Male,Arusha,Muslim,Gogo,Primary,"1,000,001-2,000,000",Tigo Pesa,5,0.4,0.5,0.34,0.3,149495,0,2,2025,0.72,1
TRX_005574,CUST_00294,2025-01-05,Mobile Phone,Tecno Camon 19,Tecno,China,Mid-Range,New,540013,1,540013,7.4,0.122,0.548,0.675,1.0,0.768,1.0,1.0,0.489,Physical Store,Cash,34,Female,Morogoro,Christian,Makonde,Diploma,"500,001-1,000,000",M-Pesa,3,0.15,0.65,0.74,0.7,540013,1,1,2025,0.74,1
TRX_005575,CUST_02979,2025-01-15,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,256129,1,256129,6.7,0.405,0.576,0.67,0.9,0.888,1.0,1.0,0.907,Online,Card,27,Male,Dar es Salaam,Muslim,Others,Bachelor,"<200,000",Airtel Money,4,0.34,0.93,0.86,0.3,256129,0,1,2025,0.75,1
TRX_005576,CUST_02739,2025-02-25,Mobile Phone,iPhone 13,Apple,USA,Premium,Used,318731,1,318731,8.5,0.801,0.705,0.77,1.0,1.064,0.6,1.0,0.958,Physical Store,Cash,30,Male,Mwanza,Christian,Chagga,No formal,"500,001-1,000,000",M-Pesa,3,0.14,0.75,0.83,0.5,318731,0,2,2025,0.85,1
TRX_005577,CUST_02411,2024-12-05,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,2367462,1,2367462,8.3,0.0,0.506,0.865,1.0,0.885,1.0,1.0,0.592,Mobile,Cash,21,Male,Tanga,Christian,Nyamwezi,Primary,"500,001-1,000,000",Tigo Pesa,4,0.33,0.78,0.61,0.5,2367462,0,12,2024,0.42,1
TRX_005578,CUST_04127,2025-02-02,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,Used,190824,1,190824,5.9,0.523,0.277,0.75,1.0,0.833,0.6,1.0,0.424,Physical Store,Cash,21,Female,Dar es Salaam,Christian,Others,Diploma,"<200,000",Airtel Money,5,0.5,1.0,0.47,0.7,190824,1,2,2025,0.72,1
TRX_005579,CUST_01118,2025-02-06,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,639480,1,639480,9.4,0.766,0.78,0.805,1.0,0.806,1.0,1.0,0.749,Physical Store,Cash,18,Male,Mwanza,Christian,Others,No formal,"500,001-1,000,000",M-Pesa,2,0.21,0.44,0.83,0.7,639480,0,2,2025,0.84,0
TRX_005580,CUST_04661,2024-11-18,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,1073095,1,1073095,10.0,0.455,0.73,0.52,1.0,0.84,1.0,0.8,0.663,Online,Cash,26,Female,Mwanza,Christian,Nyamwezi,Bachelor,"500,001-1,000,000",M-Pesa,2,0.04,0.61,0.73,1.0,1073095,0,11,2024,0.79,0
TRX_005581,CUST_00062,2025-02-25,Mobile Phone,iPhone 11,Apple,USA,Premium,New,1068172,1,1068172,9.0,0.528,0.612,0.85,0.9,0.918,1.0,1.0,0.797,Online,Cash,15,Male,Arusha,Muslim,Sukuma,No formal,"500,001-1,000,000",M-Pesa,4,0.3,0.53,0.68,0.7,1068172,0,2,2025,0.73,1
TRX_005582,CUST_00626,2025-02-17,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,2192014,1,2192014,8.4,0.032,0.294,0.855,0.9,1.0,1.0,1.0,0.601,Physical Store,Cash,35,Male,Dodoma,Muslim,Others,Primary,"500,001-1,000,000",Tigo Pesa,1,0.31,0.53,0.35,0.5,2192014,0,2,2025,0.47,1
TRX_005583,CUST_04907,2025-01-28,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,New,283100,1,283100,7.5,0.363,0.413,0.66,0.9,0.977,1.0,1.0,0.569,Physical Store,Cash,34,Female,Zanzibar,Muslim,Others,Bachelor,"<200,000",M-Pesa,2,0.32,0.9,0.55,0.0,283100,0,1,2025,0.79,1
TRX_005584,CUST_04019,2024-12-13,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,288742,1,288742,7.8,0.827,0.257,0.54,0.9,0.81,1.0,1.0,0.586,Physical Store,Mobile Money,33,Male,Mwanza,Muslim,Chagga,Secondary,"1,000,001-2,000,000",Tigo Pesa,2,0.08,0.24,0.33,0.5,288742,0,12,2024,0.81,1
TRX_005585,CUST_03092,2025-02-26,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,Used,205936,1,205936,7.0,0.552,0.28,0.575,1.0,0.772,0.6,1.0,0.576,Online,Mobile Money,32,Male,Mbeya,Christian,Makonde,Primary,"200,000-500,000",Halopesa,2,0.15,0.87,0.4,0.3,205936,0,2,2025,0.78,1
TRX_005586,CUST_04009,2025-02-02,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,New,377807,1,377807,7.7,0.159,0.531,0.875,1.0,0.746,1.0,1.0,0.787,Online,Cash,48,Male,Dodoma,Christian,Haya,No formal,"<200,000",Tigo Pesa,3,0.75,0.89,0.69,0.3,377807,1,2,2025,0.79,1
TRX_005587,CUST_04545,2025-02-20,Mobile Phone,Vivo Y12,Vivo,China,Mid-Range,New,303854,1,303854,7.5,0.392,0.638,0.56,1.0,0.95,1.0,1.0,0.747,Physical Store,Mobile Money,23,Female,Dar es Salaam,Christian,Others,Secondary,"200,000-500,000",M-Pesa,4,0.12,0.8,0.85,0.5,303854,0,2,2025,0.79,1
TRX_005588,CUST_01576,2025-02-27,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,1413665,1,1413665,8.4,0.717,0.722,0.92,0.9,0.989,1.0,1.0,0.796,Physical Store,Mobile Money,24,Female,Arusha,Muslim,Others,No formal,"1,000,001-2,000,000",M-Pesa,4,0.44,0.24,0.86,0.3,1413665,0,2,2025,0.62,1
TRX_005589,CUST_03717,2025-02-04,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,2373368,1,2373368,8.5,0.0,0.306,0.815,0.9,1.075,1.0,0.8,0.368,Physical Store,Mobile Money,21,Female,Dar es Salaam,Muslim,Others,Secondary,"500,001-1,000,000",Airtel Money,3,0.23,0.74,0.36,1.0,2373368,0,2,2025,0.44,1
TRX_005590,CUST_00426,2025-02-23,Mobile Phone,Nokia G10,Nokia,Finland,Mid-Range,New,586026,1,586026,7.0,0.0,0.231,0.6,0.9,0.708,1.0,1.0,0.399,Physical Store,Cash,24,Female,Mwanza,Muslim,Others,Secondary,"200,000-500,000",M-Pesa,3,0.2,0.91,0.33,0.7,586026,1,2,2025,0.7,0
TRX_005591,CUST_02576,2024-12-05,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,867763,1,867763,9.9,0.32,0.356,0.555,1.0,0.629,1.0,1.0,0.736,Physical Store,Cash,36,Male,Mwanza,Christian,Others,Bachelor,"<200,000",M-Pesa,3,0.11,0.94,0.36,0.3,867763,0,12,2024,0.82,1
TRX_005592,CUST_00600,2025-01-21,Mobile Phone,Xiaomi Redmi 9,Xiaomi,China,Mid-Range,New,276632,1,276632,7.3,0.364,0.321,0.64,0.9,0.908,1.0,1.0,0.664,Physical Store,Mobile Money,31,Female,Mbeya,Muslim,Gogo,Primary,"<200,000",M-Pesa,3,0.28,0.92,0.44,0.0,276632,0,1,2025,0.78,1
TRX_005593,CUST_00930,2025-02-22,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,New,541956,1,541956,7.2,0.0,0.353,0.765,1.0,0.973,1.0,1.0,0.516,Physical Store,Cash,29,Male,Mwanza,Christian,Others,Secondary,"<200,000",Tigo Pesa,4,0.53,0.97,0.49,0.7,541956,1,2,2025,0.72,1
TRX_005594,CUST_04155,2025-02-16,Mobile Phone,Infinix Note 11,Infinix,China,Mid-Range,Used,228554,1,228554,5.2,0.543,0.421,0.705,1.0,0.547,0.6,1.0,0.551,Physical Store,Mobile Money,16,Male,Dar es Salaam,Christian,Chagga,Secondary,"200,000-500,000",M-Pesa,3,0.21,0.8,0.81,0.7,228554,1,2,2025,0.67,1
TRX_005595,CUST_01583,2025-02-05,Mobile Phone,Huawei P30,Huawei,China,Premium,New,2322949,1,2322949,9.5,0.0,0.826,0.915,1.0,0.705,1.0,1.0,0.566,Physical Store,Mobile Money,38,Female,Arusha,Christian,Makonde,Secondary,"200,000-500,000",M-Pesa,4,0.83,0.98,0.87,0.0,2322949,0,2,2025,0.51,1
TRX_005596,CUST_03521,2025-02-12,Mobile Phone,iPhone 14,Apple,USA,Premium,New,1153629,1,1153629,9.8,0.183,0.461,0.795,0.9,0.61,1.0,0.8,0.605,Online,Card,36,Male,Arusha,Muslim,Others,Diploma,"200,000-500,000",Tigo Pesa,5,0.19,0.85,0.47,1.0,1153629,0,2,2025,0.76,1
TRX_005597,CUST_01833,2025-02-03,Mobile Phone,Infinix Note 11,Infinix,China,Mid-Range,New,316991,1,316991,6.5,0.231,0.306,0.735,1.0,0.741,1.0,1.0,0.499,Online,Cash,28,Female,Zanzibar,Other,Makonde,Diploma,"200,000-500,000",Tigo Pesa,5,0.27,0.97,0.47,0.3,316991,0,2,2025,0.73,1
TRX_005598,CUST_04401,2025-01-10,Mobile Phone,Oppo A53,Oppo,China,Mid-Range,New,289467,1,289467,6.7,0.486,0.348,0.575,1.0,0.938,1.0,1.0,0.801,Physical Store,Cash,34,Female,Tanga,Christian,Haya,Bachelor,"500,001-1,000,000",Airtel Money,3,0.15,0.71,0.52,0.0,289467,0,1,2025,0.74,1
TRX_005599,CUST_01934,2025-02-14,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,1594551,1,1594551,8.8,0.0,0.51,0.785,1.0,1.043,1.0,1.0,0.617,Physical Store,Mobile Money,36,Female,Dar es Salaam,Christian,Makonde,Primary,"200,000-500,000",M-Pesa,1,0.17,0.97,0.58,0.0,1594551,0,2,2025,0.61,1
TRX_005600,CUST_03245,2025-01-18,Mobile Phone,iPhone 13,Apple,USA,Premium,New,1037476,1,1037476,8.2,0.187,0.353,0.785,1.0,0.824,1.0,1.0,0.543,Physical Store,Cash,15,Female,Tanga,Christian,Chagga,Secondary,"<200,000",M-Pesa,2,0.17,0.94,0.43,0.5,1037476,1,1,2025,0.68,1
TRX_005601,CUST_04364,2025-01-19,Mobile Phone,Oppo A15,Oppo,China,Mid-Range,New,549121,1,549121,7.8,0.0,0.234,0.7,1.0,0.541,1.0,1.0,0.268,Physical Store,Mobile Money,15,Male,Dodoma,Other,Others,Bachelor,"500,001-1,000,000",Airtel Money,1,0.4,0.77,0.3,0.0,549121,1,1,2025,0.76,0
TRX_005602,CUST_01392,2025-02-21,Mobile Phone,Itel A25,Itel,China,Budget,New,145505,1,145505,6.8,0.884,0.354,0.62,1.0,0.586,1.0,1.0,0.609,Physical Store,Cash,41,Male,Morogoro,Christian,Others,Diploma,"1,000,001-2,000,000",Airtel Money,4,0.24,0.12,0.52,0.3,145505,0,2,2025,0.78,1
TRX_005603,CUST_02615,2025-01-25,Mobile Phone,Tecno Spark 9,Tecno,China,Mid-Range,New,465745,1,465745,7.1,0.0,0.632,0.705,1.0,0.588,1.0,1.0,0.474,Physical Store,Mobile Money,19,Male,Tanga,Christian,Others,Primary,"200,000-500,000",Airtel Money,3,0.21,0.94,0.89,0.7,465745,1,1,2025,0.73,1
TRX_005604,CUST_02374,2025-02-10,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,925134,1,925134,9.1,0.291,0.637,0.8,1.0,1.115,1.0,1.0,0.62,Physical Store,Cash,30,Male,Mwanza,Christian,Others,Secondary,"200,000-500,000",Tigo Pesa,4,0.2,0.92,0.7,0.3,925134,0,2,2025,0.76,1
TRX_005605,CUST_03705,2025-02-21,Mobile Phone,Oppo A53,Oppo,China,Mid-Range,Used,253912,1,253912,5.2,0.416,0.281,0.625,1.0,0.964,0.6,1.0,0.565,Physical Store,Mobile Money,42,Female,Mbeya,Christian,Others,Diploma,"200,000-500,000",Airtel Money,2,0.25,0.92,0.54,0.0,253912,0,2,2025,0.66,1
TRX_005606,CUST_04668,2024-11-03,Mobile Phone,Tecno Camon 18,Tecno,China,Mid-Range,New,524777,1,524777,7.3,0.265,0.46,0.68,1.0,0.603,1.0,1.0,0.549,Physical Store,Card,35,Female,Mbeya,Christian,Others,Primary,"500,001-1,000,000",Tigo Pesa,3,0.16,0.56,0.63,0.0,524777,1,11,2024,0.73,0
TRX_005607,CUST_01307,2025-01-12,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,Used,469529,1,469529,6.2,0.46,0.366,0.58,1.0,0.781,0.6,1.0,0.483,Physical Store,Mobile Money,19,Female,Arusha,Christian,Makonde,Primary,"1,000,001-2,000,000",Tigo Pesa,3,0.16,0.46,0.59,0.5,469529,1,1,2025,0.68,0
TRX_005608,CUST_04865,2025-02-23,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,New,405091,1,405091,6.6,0.0,0.554,1.04,1.0,0.754,1.0,1.0,0.559,Online,Mobile Money,15,Female,Mwanza,Christian,Others,No formal,"<200,000",M-Pesa,4,0.88,0.99,0.84,0.5,405091,1,2,2025,0.71,1
TRX_005609,CUST_04543,2025-02-02,Mobile Phone,Huawei Y7,Huawei,China,Premium,New,1251339,1,1251339,9.7,0.051,0.553,0.645,1.0,0.963,1.0,1.0,0.472,Physical Store,Cash,40,Male,Dodoma,Christian,Nyamwezi,Primary,"200,000-500,000",M-Pesa,3,0.29,0.91,0.57,0.7,1251339,1,2,2025,0.73,1
TRX_005610,CUST_02078,2025-02-15,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,2008577,1,2008577,10.0,0.0,0.87,0.93,1.0,0.718,1.0,1.0,0.649,Online,Mobile Money,20,Female,Mwanza,Christian,Others,Secondary,"200,000-500,000",Halopesa,2,0.46,0.82,0.87,0.7,2008577,1,2,2025,0.6,1
TRX_005611,CUST_00163,2025-01-23,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,573085,1,573085,7.8,0.728,0.328,0.67,0.9,0.515,1.0,1.0,0.707,Physical Store,Cash,18,Male,Mwanza,Muslim,Makonde,Bachelor,"1,000,001-2,000,000",Airtel Money,5,0.34,0.19,0.42,0.0,573085,0,1,2025,0.75,1
TRX_005612,CUST_02504,2024-11-08,Mobile Phone,Huawei P30,Huawei,China,Premium,New,1228565,1,1228565,8.4,0.12,0.756,0.585,1.0,0.976,1.0,1.0,0.56,Physical Store,Mobile Money,15,Female,Dar es Salaam,Christian,Others,Bachelor,"<200,000",M-Pesa,2,0.17,0.86,0.9,0.3,1228565,0,11,2024,0.66,1
TRX_005613,CUST_01064,2025-02-24,Mobile Phone,Tecno Spark 9,Tecno,China,Mid-Range,New,322575,1,322575,6.1,0.419,0.537,0.91,1.0,0.569,1.0,1.0,0.606,Physical Store,Card,15,Male,Mwanza,Christian,Gogo,Diploma,"200,000-500,000",M-Pesa,3,0.62,0.72,0.88,0.3,322575,0,2,2025,0.7,1
TRX_005614,CUST_00825,2025-02-27,Mobile Phone,Huawei P40,Huawei,China,Premium,New,2392993,1,2392993,8.1,0.0,0.543,0.515,0.9,0.955,1.0,1.0,0.42,Physical Store,Cash,17,Male,Dodoma,Muslim,Makonde,No formal,"<200,000",M-Pesa,3,0.03,0.99,0.67,0.0,2392993,0,2,2025,0.41,1
TRX_005615,CUST_02737,2025-01-09,Mobile Phone,iPhone 11,Apple,USA,Premium,New,2351118,1,2351118,8.1,0.197,0.259,1.045,1.0,0.662,1.0,1.0,0.397,Physical Store,Cash,22,Male,Arusha,Christian,Makonde,Diploma,"500,001-1,000,000",None,3,0.69,0.41,0.32,0.5,2351118,0,1,2025,0.42,1
TRX_005616,CUST_03133,2025-02-13,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,623768,1,623768,8.2,0.491,0.59,0.855,1.0,0.788,1.0,1.0,0.838,Physical Store,Cash,15,Female,Dar es Salaam,Other,Chagga,Secondary,"200,000-500,000",M-Pesa,3,0.31,0.98,0.72,0.0,623768,0,2,2025,0.77,1
TRX_005617,CUST_04965,2025-02-08,Mobile Phone,Samsung Galaxy A03,Samsung,South Korea,Premium,New,1030266,1,1030266,9.3,0.399,0.725,0.9,0.9,1.127,1.0,1.0,0.789,Physical Store,Mobile Money,15,Female,Arusha,Muslim,Sukuma,Diploma,"<200,000",Tigo Pesa,2,0.4,0.7,0.78,0.5,1030266,1,2,2025,0.75,1
TRX_005618,CUST_02856,2025-02-24,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,421923,1,421923,6.9,0.061,0.359,0.515,1.0,0.535,1.0,1.0,0.378,Mobile,Mobile Money,28,Male,Tanga,Christian,Others,Secondary,"200,000-500,000",Airtel Money,4,0.03,0.89,0.52,0.5,421923,0,2,2025,0.73,1
TRX_005619,CUST_00695,2025-02-05,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,527749,1,527749,6.8,0.657,0.286,0.795,1.0,0.849,1.0,1.0,0.521,Online,Mobile Money,15,Male,Mwanza,Christian,Haya,Secondary,"1,000,001-2,000,000",None,3,0.39,0.26,0.42,0.3,527749,0,2,2025,0.7,1
TRX_005620,CUST_03616,2025-02-15,Mobile Phone,Huawei P40,Huawei,China,Premium,New,2393341,1,2393341,8.8,0.0,0.37,0.635,1.0,0.961,1.0,1.0,0.389,Mobile,Mobile Money,18,Male,Arusha,Christian,Sukuma,Secondary,"200,000-500,000",M-Pesa,2,0.27,0.93,0.42,0.0,2393341,1,2,2025,0.45,1
TRX_005621,CUST_03267,2025-01-31,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1510288,1,1510288,8.4,0.006,0.428,0.84,1.0,0.625,1.0,1.0,0.537,Online,Mobile Money,36,Female,Morogoro,Christian,Others,Diploma,"<200,000",Airtel Money,4,0.28,0.79,0.51,0.3,1510288,0,1,2025,0.6,1
TRX_005622,CUST_00497,2025-02-15,Mobile Phone,Samsung Galaxy S22,Samsung,South Korea,Premium,New,1527074,1,1527074,8.6,0.224,0.284,0.74,0.9,0.661,1.0,1.0,0.736,Physical Store,Cash,33,Male,Dodoma,Muslim,Sukuma,Secondary,"500,001-1,000,000",M-Pesa,5,0.08,0.61,0.33,0.0,1527074,1,2,2025,0.61,1
TRX_005623,CUST_01558,2025-02-16,Mobile Phone,Huawei P40,Huawei,China,Premium,New,1506063,1,1506063,9.1,0.26,0.51,0.645,1.0,0.557,1.0,1.0,0.682,Online,Cash,15,Female,Mbeya,Christian,Others,Primary,"500,001-1,000,000",Airtel Money,3,0.29,0.59,0.56,0.7,1506063,1,2,2025,0.64,1
TRX_005624,CUST_04758,2025-02-25,Mobile Phone,iPhone 13,Apple,USA,Premium,New,1685472,1,1685472,8.6,0.0,0.542,1.055,1.0,0.763,1.0,1.0,0.516,Physical Store,Card,18,Male,Dodoma,Christian,Sukuma,Secondary,"<200,000",Airtel Money,4,0.71,0.87,0.63,0.3,1685472,0,2,2025,0.58,1
TRX_005625,CUST_00523,2025-02-15,Mobile Phone,Huawei Y6,Huawei,China,Premium,New,815523,1,815523,8.9,0.511,0.338,0.595,1.0,0.645,1.0,1.0,0.61,Physical Store,Mobile Money,26,Male,Arusha,Christian,Others,Secondary,"200,000-500,000",Tigo Pesa,3,0.19,0.72,0.38,0.5,815523,1,2,2025,0.77,0
TRX_005626,CUST_01230,2025-02-17,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,550377,1,550377,7.7,0.422,0.308,0.785,0.9,0.945,1.0,1.0,0.518,Physical Store,Mobile Money,19,Male,Tanga,Muslim,Sukuma,No formal,"500,001-1,000,000",M-Pesa,4,0.57,0.42,0.4,0.5,550377,0,2,2025,0.75,1
TRX_005627,CUST_04795,2025-02-19,Mobile Phone,Infinix Hot 10,Infinix,China,Mid-Range,New,429042,1,429042,7.4,0.0,0.296,0.725,1.0,0.669,1.0,1.0,0.358,Physical Store,Mobile Money,36,Male,Arusha,Christian,Others,Primary,"<200,000",Halopesa,2,0.25,0.96,0.4,0.5,429042,0,2,2025,0.76,1
TRX_005628,CUST_02906,2025-02-17,Mobile Phone,Oppo A15,Oppo,China,Mid-Range,New,300745,1,300745,7.7,0.466,0.323,0.615,0.9,0.936,1.0,1.0,0.558,Physical Store,Cash,24,Male,Mwanza,Muslim,Others,Secondary,"<200,000",Airtel Money,4,0.23,0.71,0.42,0.5,300745,0,2,2025,0.8,1
TRX_005629,CUST_04871,2025-02-02,Mobile Phone,Huawei P30,Huawei,China,Premium,New,2197394,1,2197394,8.6,0.0,0.55,0.76,1.0,0.938,1.0,1.0,0.611,Physical Store,Cash,31,Male,Arusha,Christian,Makonde,Primary,"500,001-1,000,000",M-Pesa,3,0.52,0.58,0.64,0.3,2197394,1,2,2025,0.48,1
TRX_005630,CUST_01981,2024-12-11,Mobile Phone,Huawei P40,Huawei,China,Premium,New,2237076,1,2237076,9.7,0.0,0.698,0.77,0.9,0.795,1.0,1.0,0.527,Physical Store,Card,15,Female,Morogoro,Muslim,Others,Secondary,"<200,000",M-Pesa,1,0.54,0.86,0.72,0.0,2237076,0,12,2024,0.53,0
TRX_005631,CUST_01103,2025-01-02,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,306024,1,306024,7.8,0.327,0.523,0.745,1.0,0.802,1.0,1.0,0.764,Physical Store,Card,36,Male,Tanga,Christian,Others,Secondary,"200,000-500,000",Airtel Money,4,0.29,0.88,0.67,0.3,306024,0,1,2025,0.81,1
TRX_005632,CUST_00968,2025-01-14,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1610451,1,1610451,9.6,0.866,0.691,0.84,1.0,1.044,1.0,1.0,0.858,Physical Store,Cash,16,Male,Mwanza,Christian,Others,Secondary,"1,000,001-2,000,000",Halopesa,5,0.28,0.1,0.72,0.7,1610451,0,1,2025,0.65,1
TRX_005633,CUST_01222,2024-12-24,Mobile Phone,Samsung Galaxy A13,Samsung,South Korea,Premium,New,1259995,1,1259995,9.8,0.244,0.363,0.88,0.9,0.717,1.0,1.0,0.407,Physical Store,Cash,36,Female,Morogoro,Muslim,Others,No formal,"200,000-500,000",None,3,0.36,0.72,0.37,0.0,1259995,0,12,2024,0.74,1
TRX_005634,CUST_00821,2024-09-19,Mobile Phone,Vivo Y20,Vivo,China,Mid-Range,Used,407349,1,407349,5.2,0.083,0.406,0.595,1.0,0.594,0.6,1.0,0.454,Mobile,Mobile Money,15,Male,Dar es Salaam,Christian,Others,Diploma,"200,000-500,000",Tigo Pesa,3,0.19,0.9,0.78,0.3,407349,0,9,2024,0.63,0
TRX_005635,CUST_04948,2025-02-02,Mobile Phone,Nokia C2,Nokia,Finland,Mid-Range,Used,247437,1,247437,5.3,0.548,0.159,0.555,1.0,0.748,0.6,1.0,0.642,Physical Store,Mobile Money,29,Female,Dar es Salaam,Christian,Chagga,Primary,"200,000-500,000",M-Pesa,4,0.11,0.73,0.3,0.5,247437,1,2,2025,0.67,1
TRX_005636,CUST_00094,2024-12-01,Mobile Phone,Nokia C3,Nokia,Finland,Mid-Range,New,427270,1,427270,6.1,0.53,0.189,0.715,0.9,0.513,1.0,1.0,0.688,Physical Store,Cash,24,Female,Arusha,Muslim,Gogo,No formal,"500,001-1,000,000",Tigo Pesa,3,0.43,0.44,0.31,0.5,427270,1,12,2024,0.68,1
TRX_005637,CUST_02985,2025-02-27,Mobile Phone,Xiaomi Redmi Note 10,Xiaomi,China,Mid-Range,New,323130,1,323130,6.4,0.725,0.506,0.705,0.9,0.967,1.0,1.0,0.794,Online,Card,24,Female,Mwanza,Muslim,Nyamwezi,Primary,"1,000,001-2,000,000",Halopesa,2,0.41,0.34,0.79,0.0,323130,0,2,2025,0.72,1
TRX_005638,CUST_04495,2025-02-03,Mobile Phone,Tecno Spark 8,Tecno,China,Mid-Range,New,321725,1,321725,7.9,0.678,0.703,0.665,0.9,0.905,1.0,1.0,0.757,Mobile,Cash,20,Male,Zanzibar,Muslim,Sukuma,Secondary,">2,000,000",Tigo Pesa,4,0.13,0.4,0.89,0.3,321725,0,2,2025,0.81,1
TRX_005639,CUST_03138,2025-02-14,Mobile Phone,iPhone 14,Apple,USA,Premium,New,2061250,1,2061250,9.1,0.0,0.328,0.74,1.0,0.809,1.0,1.0,0.464,Online,Card,45,Male,Dar es Salaam,Christian,Nyamwezi,Bachelor,"500,001-1,000,000",Tigo Pesa,3,0.08,0.67,0.36,0.3,2061250,0,2,2025,0.53,1
TRX_005640,CUST_03254,2024-12-14,Mobile Phone,Samsung Galaxy A23,Samsung,South Korea,Premium,New,2038850,1,2038850,9.1,0.133,0.646,1.04,0.9,1.114,1.0,1.0,0.605,Physical Store,Card,44,Female,Mbeya,Muslim,Others,Primary,"500,001-1,000,000",Airtel Money,4,0.68,0.51,0.71,0.5,2038850,1,12,2024,0.54,1
TRX_005641,CUST_01005,2025-02-23,Mobile Phone,Tecno Pop 5,Tecno,China,Mid-Range,New,373999,1,373999,7.7,0.682,0.585,0.715,1.0,0.976,1.0,1.0,0.78,Physical Store,Mobile Money,31,Male,Arusha,Christian,Nyamwezi,Secondary,">2,000,000",None,3,0.23,0.34,0.76,0.5,373999,1,2,2025,0.79,1
